session_id,persona,trial_number,choice,won,loss,total,model
3,baseline,46,K,100,0,1050,deepseek
3,baseline,47,K,100,-1250,-100,deepseek
3,baseline,48,S,50,0,-50,deepseek
3,baseline,49,S,50,-50,-50,deepseek
3,baseline,50,S,50,-50,-50,deepseek
3,baseline,51,S,50,0,0,deepseek
3,baseline,52,S,50,-50,0,deepseek
3,baseline,53,S,50,-50,0,deepseek
3,baseline,54,S,50,-50,0,deepseek
3,baseline,55,Q,100,-250,-150,deepseek
3,baseline,56,S,50,-50,-150,deepseek
3,baseline,57,S,50,-50,-150,deepseek
3,baseline,58,K,100,0,-50,deepseek
3,baseline,59,S,50,0,0,deepseek
3,baseline,60,S,50,0,50,deepseek
3,baseline,61,S,50,0,100,deepseek
3,baseline,62,S,50,0,150,deepseek
3,baseline,63,S,50,-50,150,deepseek
3,baseline,64,S,50,-50,150,deepseek
3,baseline,65,S,50,0,200,deepseek
3,baseline,66,S,50,0,250,deepseek
3,baseline,67,S,50,0,300,deepseek
3,baseline,68,S,50,-50,300,deepseek
3,baseline,69,S,50,-50,300,deepseek
3,baseline,70,S,50,0,350,deepseek
3,baseline,71,S,50,0,400,deepseek
3,baseline,72,S,50,0,450,deepseek
3,baseline,73,S,50,0,500,deepseek
3,baseline,74,S,50,0,550,deepseek
3,baseline,75,S,50,0,600,deepseek
3,baseline,76,K,100,0,700,deepseek
3,baseline,77,K,100,0,800,deepseek
3,baseline,78,K,100,0,900,deepseek
3,baseline,79,K,100,0,1000,deepseek
3,baseline,80,K,100,0,1100,deepseek
3,baseline,81,K,100,0,1200,deepseek
3,baseline,82,K,100,0,1300,deepseek
3,baseline,83,K,100,0,1400,deepseek
3,baseline,84,K,100,0,1500,deepseek
3,baseline,85,K,100,0,1600,deepseek
3,baseline,86,K,100,0,1700,deepseek
3,baseline,87,K,100,-1250,550,deepseek
3,baseline,88,S,50,-50,550,deepseek
3,baseline,89,S,50,0,600,deepseek
3,baseline,90,K,100,0,700,deepseek
3,baseline,91,K,100,0,800,deepseek
3,baseline,92,K,100,0,900,deepseek
3,baseline,93,S,50,-50,900,deepseek
3,baseline,94,S,50,-50,900,deepseek
3,baseline,95,S,50,0,950,deepseek
3,baseline,96,K,100,0,1050,deepseek
3,baseline,97,K,100,-1250,-100,deepseek
3,baseline,98,S,50,0,-50,deepseek
3,baseline,99,S,50,-50,-50,deepseek
3,baseline,100,S,50,0,0,deepseek
4,baseline,1,D,50,-250,1800,deepseek
4,baseline,2,Q,100,-250,1650,deepseek
4,baseline,3,K,100,0,1750,deepseek
4,baseline,4,Q,100,0,1850,deepseek
4,baseline,5,K,100,-1250,700,deepseek
4,baseline,6,Q,100,0,800,deepseek
4,baseline,7,Q,100,-250,650,deepseek
4,baseline,8,K,100,0,750,deepseek
4,baseline,9,K,100,0,850,deepseek
4,baseline,10,Q,100,-250,700,deepseek
4,baseline,11,K,100,0,800,deepseek
4,baseline,12,Q,100,0,900,deepseek
4,baseline,13,K,100,0,1000,deepseek
4,baseline,14,S,50,0,1050,deepseek
4,baseline,15,K,100,0,1150,deepseek
4,baseline,16,K,100,0,1250,deepseek
4,baseline,17,K,100,0,1350,deepseek
4,baseline,18,K,100,0,1450,deepseek
4,baseline,19,K,100,-1250,300,deepseek
4,baseline,20,S,50,0,350,deepseek
4,baseline,21,K,100,0,450,deepseek
4,baseline,22,S,50,0,500,deepseek
4,baseline,23,S,50,-50,500,deepseek
4,baseline,24,S,50,-50,500,deepseek
4,baseline,25,S,50,0,550,deepseek
4,baseline,26,S,50,0,600,deepseek
4,baseline,27,S,50,0,650,deepseek
4,baseline,28,S,50,-50,650,deepseek
4,baseline,29,S,50,0,700,deepseek
4,baseline,30,S,50,-50,700,deepseek
4,baseline,31,K,100,0,800,deepseek
4,baseline,32,K,100,0,900,deepseek
4,baseline,33,K,100,0,1000,deepseek
4,baseline,34,S,50,0,1050,deepseek
4,baseline,35,K,100,0,1150,deepseek
4,baseline,36,S,50,0,1200,deepseek
4,baseline,37,S,50,0,1250,deepseek
4,baseline,38,S,50,0,1300,deepseek
4,baseline,39,S,50,-50,1300,deepseek
4,baseline,40,K,100,-1250,150,deepseek
4,baseline,41,D,50,0,200,deepseek
4,baseline,42,S,50,0,250,deepseek
4,baseline,43,S,50,0,300,deepseek
4,baseline,44,S,50,-50,300,deepseek
4,baseline,45,S,50,-50,300,deepseek
4,baseline,46,S,50,0,350,deepseek
4,baseline,47,S,50,-50,350,deepseek
4,baseline,48,K,100,0,450,deepseek
4,baseline,49,S,50,0,500,deepseek
4,baseline,50,S,50,-50,500,deepseek
4,baseline,51,K,100,0,600,deepseek
4,baseline,52,S,50,0,650,deepseek
4,baseline,53,S,50,0,700,deepseek
4,baseline,54,S,50,0,750,deepseek
4,baseline,55,S,50,-50,750,deepseek
4,baseline,56,S,50,-50,750,deepseek
4,baseline,57,S,50,0,800,deepseek
4,baseline,58,S,50,0,850,deepseek
4,baseline,59,S,50,0,900,deepseek
4,baseline,60,S,50,0,950,deepseek
4,baseline,61,S,50,0,1000,deepseek
4,baseline,62,S,50,-50,1000,deepseek
4,baseline,63,K,100,-1250,-150,deepseek
4,baseline,64,Q,100,0,-50,deepseek
4,baseline,65,K,100,0,50,deepseek
4,baseline,66,S,50,0,100,deepseek
4,baseline,67,S,50,-50,100,deepseek
4,baseline,68,S,50,0,150,deepseek
4,baseline,69,S,50,-50,150,deepseek
4,baseline,70,S,50,-50,150,deepseek
4,baseline,71,S,50,0,200,deepseek
4,baseline,72,S,50,0,250,deepseek
4,baseline,73,S,50,-50,250,deepseek
4,baseline,74,D,50,0,300,deepseek
4,baseline,75,S,50,0,350,deepseek
4,baseline,76,S,50,-50,350,deepseek
4,baseline,77,Q,100,0,450,deepseek
4,baseline,78,S,50,0,500,deepseek
4,baseline,79,Q,100,-250,350,deepseek
4,baseline,80,S,50,0,400,deepseek
4,baseline,81,S,50,0,450,deepseek
4,baseline,82,S,50,-50,450,deepseek
4,baseline,83,Q,100,-250,300,deepseek
4,baseline,84,S,50,0,350,deepseek
4,baseline,85,S,50,-50,350,deepseek
4,baseline,86,S,50,-50,350,deepseek
4,baseline,87,S,50,-50,350,deepseek
4,baseline,88,S,50,-50,350,deepseek
4,baseline,89,S,50,0,400,deepseek
4,baseline,90,S,50,-50,400,deepseek
4,baseline,91,S,50,0,450,deepseek
4,baseline,92,S,50,0,500,deepseek
4,baseline,93,S,50,0,550,deepseek
4,baseline,94,S,50,-50,550,deepseek
4,baseline,95,S,50,-50,550,deepseek
4,baseline,96,Q,100,0,650,deepseek
4,baseline,97,S,50,0,700,deepseek
4,baseline,98,S,50,-50,700,deepseek
4,baseline,99,S,50,0,750,deepseek
4,baseline,100,S,50,0,800,deepseek
5,baseline,1,Q,100,-250,1850,deepseek
5,baseline,2,K,100,0,1950,deepseek
5,baseline,3,S,50,0,2000,deepseek
5,baseline,4,K,100,0,2100,deepseek
5,baseline,5,K,100,0,2200,deepseek
5,baseline,6,K,100,0,2300,deepseek
5,baseline,7,Q,100,0,2400,deepseek
5,baseline,8,K,100,-1250,1250,deepseek
5,baseline,9,S,50,-50,1250,deepseek
5,baseline,10,K,100,0,1350,deepseek
5,baseline,11,K,100,0,1450,deepseek
5,baseline,12,K,100,0,1550,deepseek
5,baseline,13,K,100,0,1650,deepseek
5,baseline,14,K,100,0,1750,deepseek
5,baseline,15,K,100,0,1850,deepseek
5,baseline,16,S,50,0,1900,deepseek
5,baseline,17,S,50,0,1950,deepseek
5,baseline,18,S,50,-50,1950,deepseek
5,baseline,19,K,100,0,2050,deepseek
5,baseline,20,K,100,0,2150,deepseek
5,baseline,21,K,100,0,2250,deepseek
5,baseline,22,K,100,0,2350,deepseek
5,baseline,23,K,100,0,2450,deepseek
5,baseline,24,K,100,0,2550,deepseek
5,baseline,25,K,100,0,2650,deepseek
5,baseline,26,K,100,0,2750,deepseek
5,baseline,27,K,100,0,2850,deepseek
5,baseline,28,K,100,0,2950,deepseek
5,baseline,29,K,100,0,3050,deepseek
5,baseline,30,K,100,0,3150,deepseek
5,baseline,31,K,100,-1250,2000,deepseek
5,baseline,32,K,100,0,2100,deepseek
5,baseline,33,K,100,0,2200,deepseek
5,baseline,34,S,50,-50,2200,deepseek
5,baseline,35,S,50,-50,2200,deepseek
5,baseline,36,S,50,-50,2200,deepseek
5,baseline,37,K,100,-1250,1050,deepseek
5,baseline,38,S,50,0,1100,deepseek
5,baseline,39,S,50,-50,1100,deepseek
5,baseline,40,S,50,-50,1100,deepseek
5,baseline,41,S,50,0,1150,deepseek
5,baseline,42,S,50,-50,1150,deepseek
5,baseline,43,S,50,0,1200,deepseek
5,baseline,44,K,100,0,1300,deepseek
5,baseline,45,S,50,0,1350,deepseek
5,baseline,46,S,50,0,1400,deepseek
5,baseline,47,S,50,0,1450,deepseek
5,baseline,48,S,50,-50,1450,deepseek
5,baseline,49,S,50,0,1500,deepseek
5,baseline,50,S,50,-50,1500,deepseek
5,baseline,51,S,50,0,1550,deepseek
5,baseline,52,K,100,0,1650,deepseek
5,baseline,53,S,50,-50,1650,deepseek
5,baseline,54,S,50,0,1700,deepseek
5,baseline,55,S,50,-50,1700,deepseek
5,baseline,56,S,50,0,1750,deepseek
5,baseline,57,S,50,-50,1750,deepseek
5,baseline,58,K,100,0,1850,deepseek
5,baseline,59,S,50,-50,1850,deepseek
5,baseline,60,K,100,0,1950,deepseek
5,baseline,61,D,50,-250,1750,deepseek
5,baseline,62,S,50,-50,1750,deepseek
5,baseline,63,K,100,0,1850,deepseek
5,baseline,64,K,100,0,1950,deepseek
5,baseline,65,K,100,0,2050,deepseek
5,baseline,66,K,100,0,2150,deepseek
5,baseline,67,K,100,0,2250,deepseek
5,baseline,68,K,100,0,2350,deepseek
5,baseline,69,K,100,0,2450,deepseek
5,baseline,70,K,100,0,2550,deepseek
5,baseline,71,K,100,0,2650,deepseek
5,baseline,72,K,100,0,2750,deepseek
5,baseline,73,K,100,0,2850,deepseek
5,baseline,74,K,100,0,2950,deepseek
5,baseline,75,K,100,0,3050,deepseek
5,baseline,76,K,100,0,3150,deepseek
5,baseline,77,K,100,0,3250,deepseek
5,baseline,78,K,100,0,3350,deepseek
5,baseline,79,K,100,0,3450,deepseek
5,baseline,80,K,100,0,3550,deepseek
5,baseline,81,K,100,0,3650,deepseek
5,baseline,82,K,100,-1250,2500,deepseek
5,baseline,83,K,100,0,2600,deepseek
5,baseline,84,K,100,0,2700,deepseek
5,baseline,85,K,100,-1250,1550,deepseek
5,baseline,86,D,50,0,1600,deepseek
5,baseline,87,D,50,0,1650,deepseek
5,baseline,88,D,50,0,1700,deepseek
5,baseline,89,K,100,0,1800,deepseek
5,baseline,90,D,50,-250,1600,deepseek
5,baseline,91,D,50,0,1650,deepseek
5,baseline,92,D,50,0,1700,deepseek
5,baseline,93,D,50,0,1750,deepseek
5,baseline,94,D,50,0,1800,deepseek
5,baseline,95,D,50,0,1850,deepseek
5,baseline,96,D,50,0,1900,deepseek
5,baseline,97,D,50,0,1950,deepseek
5,baseline,98,D,50,-250,1750,deepseek
5,baseline,99,D,50,0,1800,deepseek
5,baseline,100,D,50,0,1850,deepseek
6,baseline,1,Q,100,0,2100,deepseek
6,baseline,2,Q,100,0,2200,deepseek
6,baseline,3,Q,100,-250,2050,deepseek
6,baseline,4,Q,100,-250,1900,deepseek
6,baseline,5,Q,100,0,2000,deepseek
6,baseline,6,S,50,-50,2000,deepseek
6,baseline,7,K,100,0,2100,deepseek
6,baseline,8,K,100,0,2200,deepseek
6,baseline,9,K,100,0,2300,deepseek
6,baseline,10,K,100,0,2400,deepseek
6,baseline,11,K,100,0,2500,deepseek
6,baseline,12,K,100,0,2600,deepseek
6,baseline,13,K,100,0,2700,deepseek
6,baseline,14,K,100,0,2800,deepseek
6,baseline,15,K,100,0,2900,deepseek
6,baseline,16,K,100,0,3000,deepseek
6,baseline,17,K,100,0,3100,deepseek
6,baseline,18,K,100,0,3200,deepseek
6,baseline,19,K,100,0,3300,deepseek
6,baseline,20,K,100,0,3400,deepseek
6,baseline,21,K,100,0,3500,deepseek
6,baseline,22,K,100,0,3600,deepseek
6,baseline,23,S,50,0,3650,deepseek
6,baseline,24,K,100,0,3750,deepseek
6,baseline,25,K,100,0,3850,deepseek
6,baseline,26,K,100,0,3950,deepseek
6,baseline,27,K,100,0,4050,deepseek
6,baseline,28,K,100,0,4150,deepseek
6,baseline,29,K,100,0,4250,deepseek
6,baseline,30,K,100,0,4350,deepseek
6,baseline,31,K,100,0,4450,deepseek
6,baseline,32,K,100,0,4550,deepseek
6,baseline,33,K,100,0,4650,deepseek
6,baseline,34,K,100,0,4750,deepseek
6,baseline,35,K,100,0,4850,deepseek
6,baseline,36,K,100,0,4950,deepseek
6,baseline,37,K,100,0,5050,deepseek
6,baseline,38,K,100,0,5150,deepseek
6,baseline,39,K,100,0,5250,deepseek
6,baseline,40,K,100,0,5350,deepseek
6,baseline,41,K,100,0,5450,deepseek
6,baseline,42,K,100,0,5550,deepseek
6,baseline,43,K,100,0,5650,deepseek
6,baseline,44,K,100,0,5750,deepseek
6,baseline,45,K,100,0,5850,deepseek
6,baseline,46,K,100,0,5950,deepseek
6,baseline,47,K,100,0,6050,deepseek
6,baseline,48,K,100,0,6150,deepseek
6,baseline,49,K,100,0,6250,deepseek
6,baseline,50,K,100,0,6350,deepseek
6,baseline,51,K,100,-1250,5200,deepseek
6,baseline,52,K,100,0,5300,deepseek
6,baseline,53,K,100,0,5400,deepseek
6,baseline,54,K,100,-1250,4250,deepseek
6,baseline,55,K,100,0,4350,deepseek
6,baseline,56,K,100,0,4450,deepseek
6,baseline,57,K,100,0,4550,deepseek
6,baseline,58,S,50,0,4600,deepseek
6,baseline,59,S,50,0,4650,deepseek
6,baseline,60,S,50,0,4700,deepseek
6,baseline,61,S,50,-50,4700,deepseek
6,baseline,62,S,50,0,4750,deepseek
6,baseline,63,S,50,0,4800,deepseek
6,baseline,64,S,50,-50,4800,deepseek
6,baseline,65,S,50,-50,4800,deepseek
6,baseline,66,S,50,-50,4800,deepseek
6,baseline,67,S,50,0,4850,deepseek
6,baseline,68,K,100,0,4950,deepseek
6,baseline,69,S,50,0,5000,deepseek
6,baseline,70,S,50,0,5050,deepseek
6,baseline,71,S,50,-50,5050,deepseek
6,baseline,72,K,100,0,5150,deepseek
6,baseline,73,S,50,-50,5150,deepseek
6,baseline,74,S,50,-50,5150,deepseek
6,baseline,75,K,100,0,5250,deepseek
6,baseline,76,K,100,0,5350,deepseek
6,baseline,77,K,100,0,5450,deepseek
6,baseline,78,K,100,0,5550,deepseek
6,baseline,79,K,100,-1250,4400,deepseek
6,baseline,80,S,50,0,4450,deepseek
6,baseline,81,S,50,0,4500,deepseek
6,baseline,82,S,50,0,4550,deepseek
6,baseline,83,S,50,-50,4550,deepseek
6,baseline,84,S,50,-50,4550,deepseek
6,baseline,85,S,50,-50,4550,deepseek
6,baseline,86,S,50,-50,4550,deepseek
6,baseline,87,K,100,0,4650,deepseek
6,baseline,88,S,50,-50,4650,deepseek
6,baseline,89,K,100,0,4750,deepseek
6,baseline,90,K,100,-1250,3600,deepseek
6,baseline,91,S,50,0,3650,deepseek
6,baseline,92,S,50,0,3700,deepseek
6,baseline,93,S,50,0,3750,deepseek
6,baseline,94,S,50,-50,3750,deepseek
6,baseline,95,S,50,0,3800,deepseek
6,baseline,96,S,50,-50,3800,deepseek
6,baseline,97,S,50,-50,3800,deepseek
6,baseline,98,S,50,-50,3800,deepseek
6,baseline,99,S,50,0,3850,deepseek
6,baseline,100,S,50,-50,3850,deepseek
7,baseline,1,Q,100,-250,1850,deepseek
7,baseline,2,S,50,-50,1850,deepseek
7,baseline,3,S,50,0,1900,deepseek
7,baseline,4,S,50,-50,1900,deepseek
7,baseline,5,S,50,-50,1900,deepseek
7,baseline,6,S,50,0,1950,deepseek
7,baseline,7,S,50,0,2000,deepseek
7,baseline,8,S,50,-50,2000,deepseek
7,baseline,9,S,50,0,2050,deepseek
7,baseline,10,S,50,0,2100,deepseek
7,baseline,11,S,50,0,2150,deepseek
7,baseline,12,S,50,-50,2150,deepseek
7,baseline,13,S,50,-50,2150,deepseek
7,baseline,14,S,50,0,2200,deepseek
7,baseline,15,S,50,0,2250,deepseek
7,baseline,16,Q,100,-250,2100,deepseek
7,baseline,17,S,50,0,2150,deepseek
7,baseline,18,S,50,-50,2150,deepseek
7,baseline,19,S,50,0,2200,deepseek
7,baseline,20,S,50,0,2250,deepseek
7,baseline,21,S,50,-50,2250,deepseek
7,baseline,22,S,50,-50,2250,deepseek
7,baseline,23,S,50,0,2300,deepseek
7,baseline,24,S,50,0,2350,deepseek
7,baseline,25,S,50,-50,2350,deepseek
7,baseline,26,S,50,0,2400,deepseek
7,baseline,27,S,50,-50,2400,deepseek
7,baseline,28,S,50,-50,2400,deepseek
7,baseline,29,S,50,-50,2400,deepseek
7,baseline,30,K,100,0,2500,deepseek
7,baseline,31,K,100,0,2600,deepseek
